================ Training Loss (Mon Feb  3 22:28:42 2020) ================
================ Training Loss (Mon Feb  3 18:16:42 2020) ================
(epoch: 1, iters: 100, time: 0.334, data: 0.839) D_A: 0.218 G_A: 0.436 cycle_A: 1.976 idt_A: 0.937 D_B: 0.266 G_B: 0.369 cycle_B: 2.407 idt_B: 0.888 
(epoch: 1, iters: 200, time: 0.337, data: 0.002) D_A: 0.248 G_A: 0.282 cycle_A: 3.108 idt_A: 0.952 D_B: 0.315 G_B: 0.287 cycle_B: 2.331 idt_B: 1.306 
(epoch: 1, iters: 300, time: 0.337, data: 0.002) D_A: 0.295 G_A: 0.265 cycle_A: 1.199 idt_A: 1.080 D_B: 0.295 G_B: 0.464 cycle_B: 2.351 idt_B: 0.493 
(epoch: 1, iters: 400, time: 0.780, data: 0.002) D_A: 0.287 G_A: 0.495 cycle_A: 1.439 idt_A: 1.219 D_B: 0.276 G_B: 0.373 cycle_B: 2.528 idt_B: 0.658 
(epoch: 1, iters: 500, time: 0.338, data: 0.002) D_A: 0.206 G_A: 0.348 cycle_A: 1.338 idt_A: 0.845 D_B: 0.266 G_B: 0.507 cycle_B: 2.579 idt_B: 0.644 
(epoch: 1, iters: 600, time: 0.338, data: 0.002) D_A: 0.337 G_A: 0.225 cycle_A: 3.639 idt_A: 1.104 D_B: 0.283 G_B: 0.288 cycle_B: 3.141 idt_B: 1.601 
(epoch: 1, iters: 700, time: 0.334, data: 0.002) D_A: 0.284 G_A: 0.411 cycle_A: 1.980 idt_A: 0.616 D_B: 0.323 G_B: 0.379 cycle_B: 1.377 idt_B: 0.902 
(epoch: 1, iters: 800, time: 0.534, data: 0.000) D_A: 0.246 G_A: 0.509 cycle_A: 3.741 idt_A: 0.694 D_B: 0.191 G_B: 0.296 cycle_B: 1.683 idt_B: 1.688 
(epoch: 1, iters: 900, time: 0.316, data: 0.000) D_A: 0.255 G_A: 0.336 cycle_A: 1.094 idt_A: 0.947 D_B: 0.282 G_B: 0.363 cycle_B: 2.226 idt_B: 0.463 
(epoch: 1, iters: 1000, time: 0.338, data: 0.000) D_A: 0.253 G_A: 0.229 cycle_A: 2.151 idt_A: 0.962 D_B: 0.251 G_B: 0.289 cycle_B: 2.331 idt_B: 1.069 
(epoch: 1, iters: 1100, time: 0.338, data: 0.003) D_A: 0.105 G_A: 0.379 cycle_A: 1.385 idt_A: 0.734 D_B: 0.163 G_B: 0.663 cycle_B: 1.810 idt_B: 0.631 
(epoch: 1, iters: 1200, time: 0.509, data: 0.000) D_A: 0.187 G_A: 0.593 cycle_A: 1.940 idt_A: 0.489 D_B: 0.197 G_B: 0.370 cycle_B: 0.973 idt_B: 0.844 
